country,country_code_2_digit,country_code_3_digit,reported_date,population,hospital_occupancy_count,ICU_occupancy_count,source
Iceland,IS,ISL,2020-04-28,356991,8.0,0.0,Country_Website
Ireland,IE,IRL,2020-04-28,4904240,753.0,113.0,Country_Website
Italy,IT,ITA,2020-04-28,60359546,21586.0,1863.0,Country_Github
Latvia,LV,LVA,2020-04-28,1919968,45.0,,Surveillance
Luxembourg,LU,LUX,2020-04-28,613894,117.0,25.0,Country_Website
Malta,MT,MLT,2020-04-28,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-28,17282163,,760.0,Other Website
Norway,NO,NOR,2020-04-28,5328212,119.0,,Country_API
Poland,PL,POL,2020-04-28,37972812,2934.0,,Surveillance
Portugal,PT,PRT,2020-04-28,10276617,936.0,172.0,Country_Website
Romania,RO,ROU,2020-04-28,19414458,,243.0,Country_Website
Slovakia,SK,SVK,2020-04-28,5450421,175.0,,JRC
Slovenia,SI,SVN,2020-04-28,2080908,77.0,23.0,Country_Github
United Kingdom,UK,GBR,2020-04-28,66647112,14089.0,,Country_Website
Austria,AT,AUT,2020-04-27,8858775,579.0,140.0,Surveillance
Belgium,BE,BEL,2020-04-27,11455519,3976.0,876.0,Country_Website
Bulgaria,BG,BGR,2020-04-27,7000039,301.0,41.0,External_Github
Croatia,HR,HRV,2020-04-27,4076246,303.0,,Country_Website
Czechia,CZ,CZE,2020-04-27,10649800,310.0,68.0,Country_Website
Denmark,DK,DNK,2020-04-27,5806081,310.0,72.0,Country_Website
Estonia,EE,EST,2020-04-27,1324820,90.0,12.0,Country_API
Finland,FI,FIN,2020-04-27,5517919,187.0,56.0,External_Github
France,FR,FRA,2020-04-27,67012883,27954.0,4526.0,Country_Website
Iceland,IS,ISL,2020-04-27,356991,10.0,1.0,Country_Website
Ireland,IE,IRL,2020-04-27,4904240,771.0,117.0,Country_Website
Italy,IT,ITA,2020-04-27,60359546,22309.0,1956.0,Country_Github
Latvia,LV,LVA,2020-04-27,1919968,41.0,,Surveillance
Luxembourg,LU,LUX,2020-04-27,613894,114.0,25.0,Country_Website
Malta,MT,MLT,2020-04-27,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-27,17282163,,781.0,Other Website
Norway,NO,NOR,2020-04-27,5328212,125.0,,Country_API
Poland,PL,POL,2020-04-27,37972812,2759.0,,Surveillance
Portugal,PT,PRT,2020-04-27,10276617,995.0,176.0,Country_Website
Romania,RO,ROU,2020-04-27,19414458,,227.0,Country_Website
Slovakia,SK,SVK,2020-04-27,5450421,186.0,,JRC
Slovenia,SI,SVN,2020-04-27,2080908,80.0,22.0,Country_Github
United Kingdom,UK,GBR,2020-04-27,66647112,14769.0,,Country_Website
Belgium,BE,BEL,2020-04-26,11455519,3968.0,903.0,Country_Website
Bulgaria,BG,BGR,2020-04-26,7000039,292.0,37.0,External_Github
Croatia,HR,HRV,2020-04-26,4076246,314.0,,Country_Website
Czechia,CZ,CZE,2020-04-26,10649800,310.0,72.0,Country_Website
Denmark,DK,DNK,2020-04-26,5806081,285.0,70.0,Country_Website
Estonia,EE,EST,2020-04-26,1324820,96.0,11.0,Country_API
Finland,FI,FIN,2020-04-26,5517919,189.0,62.0,External_Github
France,FR,FRA,2020-04-26,67012883,28114.0,4598.0,Country_Website
Iceland,IS,ISL,2020-04-26,356991,13.0,2.0,Country_Website
Ireland,IE,IRL,2020-04-26,4904240,758.0,120.0,Country_Website
Italy,IT,ITA,2020-04-26,60359546,23381.0,2009.0,Country_Github
Latvia,LV,LVA,2020-04-26,1919968,39.0,,Surveillance
Luxembourg,LU,LUX,2020-04-26,613894,125.0,25.0,Country_Website
Malta,MT,MLT,2020-04-26,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-26,17282163,,804.0,Other Website
Norway,NO,NOR,2020-04-26,5328212,122.0,,Country_API
Poland,PL,POL,2020-04-26,37972812,2749.0,,Surveillance
Portugal,PT,PRT,2020-04-26,10276617,1005.0,182.0,Country_Website
Romania,RO,ROU,2020-04-26,19414458,,236.0,Country_Website
Slovakia,SK,SVK,2020-04-26,5450421,181.0,,JRC
Slovenia,SI,SVN,2020-04-26,2080908,80.0,23.0,Country_Github
United Kingdom,UK,GBR,2020-04-26,66647112,14671.0,,Country_Website
Belgium,BE,BEL,2020-04-25,11455519,3957.0,901.0,Country_Website
Bulgaria,BG,BGR,2020-04-25,7000039,292.0,41.0,External_Github
Croatia,HR,HRV,2020-04-25,4076246,316.0,,Country_Website
Czechia,CZ,CZE,2020-04-25,10649800,314.0,71.0,Country_Website
Denmark,DK,DNK,2020-04-25,5806081,290.0,70.0,Country_Website
Estonia,EE,EST,2020-04-25,1324820,97.0,11.0,Country_API
Finland,FI,FIN,2020-04-25,5517919,190.0,60.0,External_Github
France,FR,FRA,2020-04-25,67012883,28119.0,4641.0,Country_Website
Iceland,IS,ISL,2020-04-25,356991,14.0,3.0,Country_Website
Ireland,IE,IRL,2020-04-25,4904240,736.0,123.0,Country_Website
Italy,IT,ITA,2020-04-25,60359546,23635.0,2102.0,Country_Github
Latvia,LV,LVA,2020-04-25,1919968,39.0,,Surveillance
Luxembourg,LU,LUX,2020-04-25,613894,126.0,28.0,Country_Website
Malta,MT,MLT,2020-04-25,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-25,17282163,,828.0,Other Website
Norway,NO,NOR,2020-04-25,5328212,114.0,,Country_API
Poland,PL,POL,2020-04-25,37972812,2821.0,,Surveillance
Portugal,PT,PRT,2020-04-25,10276617,1040.0,186.0,Country_Website
Romania,RO,ROU,2020-04-25,19414458,,235.0,Country_Website
Slovakia,SK,SVK,2020-04-25,5450421,212.0,,JRC
Slovenia,SI,SVN,2020-04-25,2080908,77.0,23.0,Country_Github
United Kingdom,UK,GBR,2020-04-25,66647112,14776.0,,Country_Website
Austria,AT,AUT,2020-04-24,8858775,651.0,156.0,Surveillance
Belgium,BE,BEL,2020-04-24,11455519,4195.0,934.0,Country_Website
Bulgaria,BG,BGR,2020-04-24,7000039,282.0,41.0,External_Github
Croatia,HR,HRV,2020-04-24,4076246,325.0,,Country_Website
Czechia,CZ,CZE,2020-04-24,10649800,330.0,75.0,Country_Website
Denmark,DK,DNK,2020-04-24,5806081,320.0,69.0,Country_Website
Estonia,EE,EST,2020-04-24,1324820,100.0,10.0,Country_API
Finland,FI,FIN,2020-04-24,5517919,199.0,61.0,External_Github
France,FR,FRA,2020-04-24,67012883,28554.0,4785.0,Country_Website
Iceland,IS,ISL,2020-04-24,356991,14.0,3.0,Country_Website
Ireland,IE,IRL,2020-04-24,4904240,745.0,118.0,Country_Website
Italy,IT,ITA,2020-04-24,60359546,24241.0,2173.0,Country_Github
Latvia,LV,LVA,2020-04-24,1919968,40.0,,Surveillance
Luxembourg,LU,LUX,2020-04-24,613894,139.0,30.0,Country_Website
Malta,MT,MLT,2020-04-24,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-24,17282163,,858.0,Other Website
Norway,NO,NOR,2020-04-24,5328212,120.0,,Country_API
Poland,PL,POL,2020-04-24,37972812,3095.0,,Surveillance
Portugal,PT,PRT,2020-04-24,10276617,1068.0,188.0,Country_Website
Romania,RO,ROU,2020-04-24,19414458,,241.0,Country_Website
Slovakia,SK,SVK,2020-04-24,5450421,222.0,,JRC
Slovenia,SI,SVN,2020-04-24,2080908,78.0,23.0,Country_Github
United Kingdom,UK,GBR,2020-04-24,66647112,15314.0,,Country_Website
Austria,AT,AUT,2020-04-23,8858775,677.0,169.0,Surveillance
Belgium,BE,BEL,2020-04-23,11455519,4355.0,970.0,Country_Website
Bulgaria,BG,BGR,2020-04-23,7000039,270.0,37.0,External_Github
Croatia,HR,HRV,2020-04-23,4076246,321.0,,Country_Website
Czechia,CZ,CZE,2020-04-23,10649800,336.0,78.0,Country_Website
Denmark,DK,DNK,2020-04-23,5806081,319.0,74.0,Country_Website
Estonia,EE,EST,2020-04-23,1324820,108.0,11.0,Country_API
Finland,FI,FIN,2020-04-23,5517919,206.0,60.0,External_Github
France,FR,FRA,2020-04-23,67012883,29113.0,4967.0,Country_Website
Iceland,IS,ISL,2020-04-23,356991,15.0,5.0,Country_Website
Ireland,IE,IRL,2020-04-23,4904240,742.0,123.0,Country_Website
Italy,IT,ITA,2020-04-23,60359546,25138.0,2267.0,Country_Github
Latvia,LV,LVA,2020-04-23,1919968,40.0,,Surveillance
Luxembourg,LU,LUX,2020-04-23,613894,142.0,30.0,Country_Website
Malta,MT,MLT,2020-04-23,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-23,17282163,,875.0,Other Website
Norway,NO,NOR,2020-04-23,5328212,123.0,,Country_API
Poland,PL,POL,2020-04-23,37972812,3099.0,,Surveillance
Portugal,PT,PRT,2020-04-23,10276617,1095.0,204.0,Country_Website
Romania,RO,ROU,2020-04-23,19414458,,236.0,Country_Website
Slovenia,SI,SVN,2020-04-23,2080908,80.0,23.0,Country_Github
United Kingdom,UK,GBR,2020-04-23,66647112,15931.0,,Country_Website
Austria,AT,AUT,2020-04-22,8858775,700.0,176.0,Surveillance
Belgium,BE,BEL,2020-04-22,11455519,4527.0,993.0,Country_Website
Bulgaria,BG,BGR,2020-04-22,7000039,281.0,40.0,External_Github
Croatia,HR,HRV,2020-04-22,4076246,314.0,,Country_Website
Czechia,CZ,CZE,2020-04-22,10649800,343.0,75.0,Country_Website
Denmark,DK,DNK,2020-04-22,5806081,324.0,80.0,Country_Website
Estonia,EE,EST,2020-04-22,1324820,110.0,12.0,Country_API
Finland,FI,FIN,2020-04-22,5517919,199.0,63.0,External_Github
France,FR,FRA,2020-04-22,67012883,29627.0,5127.0,Country_Website
Iceland,IS,ISL,2020-04-22,356991,15.0,5.0,Country_Website
Ireland,IE,IRL,2020-04-22,4904240,778.0,131.0,Country_Website
Italy,IT,ITA,2020-04-22,60359546,26189.0,2384.0,Country_Github
Latvia,LV,LVA,2020-04-22,1919968,42.0,,Surveillance
Luxembourg,LU,LUX,2020-04-22,613894,160.0,35.0,Country_Website
Malta,MT,MLT,2020-04-22,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-22,17282163,,917.0,Other Website
Norway,NO,NOR,2020-04-22,5328212,129.0,,Country_API
Poland,PL,POL,2020-04-22,37972812,3505.0,,Surveillance
Portugal,PT,PRT,2020-04-22,10276617,1146.0,207.0,Country_Website
Romania,RO,ROU,2020-04-22,19414458,,288.0,Country_Website
Slovenia,SI,SVN,2020-04-22,2080908,82.0,24.0,Country_Github
United Kingdom,UK,GBR,2020-04-22,66647112,16497.0,,Country_Website
Austria,AT,AUT,2020-04-21,8858775,756.0,196.0,Surveillance
Belgium,BE,BEL,2020-04-21,11455519,4765.0,1020.0,Country_Website
Bulgaria,BG,BGR,2020-04-21,7000039,268.0,34.0,External_Github
Croatia,HR,HRV,2020-04-21,4076246,317.0,,Country_Website
Czechia,CZ,CZE,2020-04-21,10649800,366.0,79.0,Country_Website
Denmark,DK,DNK,2020-04-21,5806081,335.0,81.0,Country_Website
Estonia,EE,EST,2020-04-21,1324820,110.0,13.0,Country_API
Finland,FI,FIN,2020-04-21,5517919,202.0,63.0,External_Github
France,FR,FRA,2020-04-21,67012883,29984.0,5334.0,Country_Website
Iceland,IS,ISL,2020-04-21,356991,18.0,5.0,Country_Website
Ireland,IE,IRL,2020-04-21,4904240,774.0,133.0,Country_Website
Italy,IT,ITA,2020-04-21,60359546,26605.0,2471.0,Country_Github
Latvia,LV,LVA,2020-04-21,1919968,43.0,,Surveillance
Luxembourg,LU,LUX,2020-04-21,613894,164.0,38.0,Country_Website
Malta,MT,MLT,2020-04-21,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-21,17282163,,973.0,Other Website
Norway,NO,NOR,2020-04-21,5328212,144.0,,Country_API
Poland,PL,POL,2020-04-21,37972812,2914.0,,Surveillance
Portugal,PT,PRT,2020-04-21,10276617,1172.0,213.0,Country_Website
Romania,RO,ROU,2020-04-21,19414458,,245.0,Country_Website
Slovenia,SI,SVN,2020-04-21,2080908,86.0,25.0,Country_Github
United Kingdom,UK,GBR,2020-04-21,66647112,17074.0,,Country_Website
Belgium,BE,BEL,2020-04-20,11455519,4996.0,1079.0,Country_Website
Bulgaria,BG,BGR,2020-04-20,7000039,268.0,36.0,External_Github
Croatia,HR,HRV,2020-04-20,4076246,324.0,,Country_Website
Czechia,CZ,CZE,2020-04-20,10649800,349.0,78.0,Country_Website
Denmark,DK,DNK,2020-04-20,5806081,336.0,84.0,Country_Website
Estonia,EE,EST,2020-04-20,1324820,121.0,14.0,Country_API
Finland,FI,FIN,2020-04-20,5517919,209.0,67.0,External_Github
France,FR,FRA,2020-04-20,67012883,30462.0,5584.0,Country_Website
Iceland,IS,ISL,2020-04-20,356991,21.0,5.0,Country_Website
Ireland,IE,IRL,2020-04-20,4904240,820.0,139.0,Country_Website
Italy,IT,ITA,2020-04-20,60359546,27479.0,2573.0,Country_Github
Latvia,LV,LVA,2020-04-20,1919968,45.0,,Surveillance
Luxembourg,LU,LUX,2020-04-20,613894,169.0,39.0,Country_Website
Malta,MT,MLT,2020-04-20,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-20,17282163,,1010.0,Other Website
Norway,NO,NOR,2020-04-20,5328212,160.0,,Country_API
Poland,PL,POL,2020-04-20,37972812,2511.0,,Surveillance
Portugal,PT,PRT,2020-04-20,10276617,1208.0,215.0,Country_Website
Romania,RO,ROU,2020-04-20,19414458,,261.0,Country_Website
Slovenia,SI,SVN,2020-04-20,2080908,87.0,26.0,Country_Github
United Kingdom,UK,GBR,2020-04-20,66647112,17333.0,,Country_Website
Austria,AT,AUT,2020-04-19,8858775,817.0,,Surveillance
Belgium,BE,BEL,2020-04-19,11455519,4940.0,1071.0,Country_Website
Bulgaria,BG,BGR,2020-04-19,7000039,259.0,36.0,External_Github
Croatia,HR,HRV,2020-04-19,4076246,331.0,,Country_Website
Czechia,CZ,CZE,2020-04-19,10649800,344.0,81.0,Country_Website
Denmark,DK,DNK,2020-04-19,5806081,319.0,84.0,Country_Website
Estonia,EE,EST,2020-04-19,1324820,124.0,14.0,Country_API
Finland,FI,FIN,2020-04-19,5517919,192.0,68.0,External_Github
France,FR,FRA,2020-04-19,67012883,30486.0,5644.0,Country_Website
Iceland,IS,ISL,2020-04-19,356991,27.0,5.0,Country_Website
Ireland,IE,IRL,2020-04-19,4904240,816.0,133.0,Country_Website
Italy,IT,ITA,2020-04-19,60359546,27668.0,2635.0,Country_Github
Latvia,LV,LVA,2020-04-19,1919968,44.0,,Surveillance
Luxembourg,LU,LUX,2020-04-19,613894,171.0,39.0,Country_Website
Malta,MT,MLT,2020-04-19,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-19,17282163,,1029.0,Other Website
Norway,NO,NOR,2020-04-19,5328212,153.0,,Country_API
Poland,PL,POL,2020-04-19,37972812,2482.0,,Surveillance
Portugal,PT,PRT,2020-04-19,10276617,1243.0,224.0,Country_Website
Romania,RO,ROU,2020-04-19,19414458,,256.0,Country_Website
Slovenia,SI,SVN,2020-04-19,2080908,89.0,26.0,Country_Github
United Kingdom,UK,GBR,2020-04-19,66647112,17455.0,,Country_Website
Belgium,BE,BEL,2020-04-18,11455519,4892.0,1081.0,Country_Website
Bulgaria,BG,BGR,2020-04-18,7000039,246.0,44.0,External_Github
Croatia,HR,HRV,2020-04-18,4076246,361.0,,Country_Website
Czechia,CZ,CZE,2020-04-18,10649800,338.0,75.0,Country_Website
Denmark,DK,DNK,2020-04-18,5806081,317.0,87.0,Country_Website
Estonia,EE,EST,2020-04-18,1324820,,10.0,Surveillance
Estonia,EE,EST,2020-04-18,1324820,123.0,,Country_API
Finland,FI,FIN,2020-04-18,5517919,199.0,70.0,External_Github
France,FR,FRA,2020-04-18,67012883,30515.0,5733.0,Country_Website
Iceland,IS,ISL,2020-04-18,356991,28.0,5.0,Country_Website
Ireland,IE,IRL,2020-04-18,4904240,811.0,134.0,Country_Website
Italy,IT,ITA,2020-04-18,60359546,27740.0,2733.0,Country_Github
Latvia,LV,LVA,2020-04-18,1919968,37.0,,Surveillance
Luxembourg,LU,LUX,2020-04-18,613894,176.0,40.0,Country_Website
Malta,MT,MLT,2020-04-18,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-18,17282163,,1058.0,Other Website
Norway,NO,NOR,2020-04-18,5328212,148.0,,Country_API
Portugal,PT,PRT,2020-04-18,10276617,1253.0,228.0,Country_Website
Romania,RO,ROU,2020-04-18,19414458,,248.0,Country_Website
Slovenia,SI,SVN,2020-04-18,2080908,93.0,27.0,Country_Github
United Kingdom,UK,GBR,2020-04-18,66647112,17442.0,,Country_Website
Austria,AT,AUT,2020-04-17,8858775,909.0,,Surveillance
Belgium,BE,BEL,2020-04-17,11455519,5088.0,1119.0,Country_Website
Bulgaria,BG,BGR,2020-04-17,7000039,244.0,44.0,External_Github
Croatia,HR,HRV,2020-04-17,4076246,372.0,,Country_Website
Czechia,CZ,CZE,2020-04-17,10649800,355.0,81.0,Country_Website
Denmark,DK,DNK,2020-04-17,5806081,350.0,93.0,Country_Website
Estonia,EE,EST,2020-04-17,1324820,118.0,,Country_API
Estonia,EE,EST,2020-04-17,1324820,,11.0,Surveillance
Finland,FI,FIN,2020-04-17,5517919,208.0,73.0,External_Github
France,FR,FRA,2020-04-17,67012883,31061.0,5922.0,Country_Website
Iceland,IS,ISL,2020-04-17,356991,27.0,5.0,Country_Website
Ireland,IE,IRL,2020-04-17,4904240,852.0,137.0,Country_Website
Italy,IT,ITA,2020-04-17,60359546,28598.0,2812.0,Country_Github
Latvia,LV,LVA,2020-04-17,1919968,42.0,,Surveillance
Luxembourg,LU,LUX,2020-04-17,613894,163.0,39.0,Country_Website
Malta,MT,MLT,2020-04-17,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-17,17282163,,1104.0,Other Website
Norway,NO,NOR,2020-04-17,5328212,165.0,,Country_API
Poland,PL,POL,2020-04-17,37972812,2673.0,,Surveillance
Portugal,PT,PRT,2020-04-17,10276617,1284.0,222.0,Country_Website
Romania,RO,ROU,2020-04-17,19414458,,258.0,Country_Website
Slovenia,SI,SVN,2020-04-17,2080908,95.0,28.0,Country_Github
United Kingdom,UK,GBR,2020-04-17,66647112,17303.0,,Country_Website
Austria,AT,AUT,2020-04-16,8858775,967.0,,Surveillance
Belgium,BE,BEL,2020-04-16,11455519,5181.0,1150.0,Country_Website
Bulgaria,BG,BGR,2020-04-16,7000039,227.0,37.0,External_Github
Croatia,HR,HRV,2020-04-16,4076246,372.0,,Country_Website
Czechia,CZ,CZE,2020-04-16,10649800,363.0,83.0,Country_Website
Denmark,DK,DNK,2020-04-16,5806081,353.0,92.0,Country_Website
Estonia,EE,EST,2020-04-16,1324820,125.0,,Country_API
Estonia,EE,EST,2020-04-16,1324820,,11.0,Surveillance
Finland,FI,FIN,2020-04-16,5517919,215.0,76.0,External_Github
France,FR,FRA,2020-04-16,67012883,31172.0,6139.0,Country_Website
Iceland,IS,ISL,2020-04-16,356991,30.0,3.0,Country_Website
Ireland,IE,IRL,2020-04-16,4904240,856.0,142.0,Country_Website
Italy,IT,ITA,2020-04-16,60359546,29829.0,2936.0,Country_Github
Latvia,LV,LVA,2020-04-16,1919968,45.0,,Surveillance
Luxembourg,LU,LUX,2020-04-16,613894,179.0,41.0,Country_Website
Malta,MT,MLT,2020-04-16,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-04-16,17282163,,1134.0,Other Website
Norway,NO,NOR,2020-04-16,5328212,175.0,,Country_API
Poland,PL,POL,2020-04-16,37972812,2607.0,,Surveillance
Portugal,PT,PRT,2020-04-16,10276617,1302.0,229.0,Country_Website
Romania,RO,ROU,2020-04-16,19414458,,243.0,Country_Website
Slovenia,SI,SVN,2020-04-16,2080908,99.0,30.0,Country_Github
United Kingdom,UK,GBR,2020-04-16,66647112,18258.0,,Country_Website
Austria,AT,AUT,2020-04-15,8858775,1001.0,,Surveillance
Belgium,BE,BEL,2020-04-15,11455519,5331.0,1182.0,Country_Website
Bulgaria,BG,BGR,2020-04-15,7000039,218.0,31.0,External_Github
Croatia,HR,HRV,2020-04-15,4076246,341.0,,Country_Website
Czechia,CZ,CZE,2020-04-15,10649800,371.0,77.0,Country_Website
Denmark,DK,DNK,2020-04-15,5806081,362.0,89.0,Country_Website
Estonia,EE,EST,2020-04-15,1324820,,10.0,Surveillance
Estonia,EE,EST,2020-04-15,1324820,132.0,,Country_API
Finland,FI,FIN,2020-04-15,5517919,226.0,75.0,External_Github
France,FR,FRA,2020-04-15,67012883,31623.0,6331.0,Country_Website
Iceland,IS,ISL,2020-04-15,356991,33.0,6.0,Country_Website
Ireland,IE,IRL,2020-04-15,4904240,881.0,140.0,Country_Website
Italy,IT,ITA,2020-04-15,60359546,30722.0,3079.0,Country_Github
Latvia,LV,LVA,2020-04-15,1919968,46.0,,Surveillance
Luxembourg,LU,LUX,2020-04-15,613894,168.0,44.0,Country_Website
Malta,MT,MLT,2020-04-15,493559,,2.0,Surveillance
Netherlands,NL,NLD,2020-04-15,17282163,,1167.0,Other Website
Norway,NO,NOR,2020-04-15,5328212,190.0,,Country_API
Poland,PL,POL,2020-04-15,37972812,2499.0,,Surveillance
Portugal,PT,PRT,2020-04-15,10276617,1200.0,208.0,Country_Website
Romania,RO,ROU,2020-04-15,19414458,,245.0,Country_Website
Slovenia,SI,SVN,2020-04-15,2080908,96.0,34.0,Country_Github
United Kingdom,UK,GBR,2020-04-15,66647112,18530.0,,Country_Website
Belgium,BE,BEL,2020-04-14,11455519,5532.0,1204.0,Country_Website
Bulgaria,BG,BGR,2020-04-14,7000039,209.0,29.0,External_Github
Czechia,CZ,CZE,2020-04-14,10649800,385.0,83.0,Country_Website
Denmark,DK,DNK,2020-04-14,5806081,380.0,93.0,Country_Website
Estonia,EE,EST,2020-04-14,1324820,,10.0,Surveillance
Estonia,EE,EST,2020-04-14,1324820,144.0,,Country_API
Finland,FI,FIN,2020-04-14,5517919,232.0,75.0,External_Github
France,FR,FRA,2020-04-14,67012883,32131.0,6599.0,Country_Website
Iceland,IS,ISL,2020-04-14,356991,31.0,8.0,Country_Website
Ireland,IE,IRL,2020-04-14,4904240,868.0,149.0,Country_Website
Italy,IT,ITA,2020-04-14,60359546,31197.0,3186.0,Country_Github
Latvia,LV,LVA,2020-04-14,1919968,46.0,,Surveillance
Luxembourg,LU,LUX,2020-04-14,613894,183.0,43.0,Country_Website
Malta,MT,MLT,2020-04-14,493559,,3.0,Surveillance
Netherlands,NL,NLD,2020-04-14,17282163,,1192.0,Other Website
Norway,NO,NOR,2020-04-14,5328212,201.0,,Country_API
Portugal,PT,PRT,2020-04-14,10276617,1227.0,218.0,Country_Website
Romania,RO,ROU,2020-04-14,19414458,,241.0,Country_Website
Slovenia,SI,SVN,2020-04-14,2080908,103.0,35.0,Country_Github
United Kingdom,UK,GBR,2020-04-14,66647112,19232.0,,Country_Website
Belgium,BE,BEL,2020-04-13,11455519,5554.0,1226.0,Country_Website
Bulgaria,BG,BGR,2020-04-13,7000039,230.0,36.0,External_Github
Czechia,CZ,CZE,2020-04-13,10649800,394.0,93.0,Country_Website
Denmark,DK,DNK,2020-04-13,5806081,388.0,100.0,Country_Website
Estonia,EE,EST,2020-04-13,1324820,,11.0,Surveillance
Estonia,EE,EST,2020-04-13,1324820,146.0,,Country_API
Finland,FI,FIN,2020-04-13,5517919,230.0,74.0,External_Github
France,FR,FRA,2020-04-13,67012883,31952.0,6690.0,Country_Website
Iceland,IS,ISL,2020-04-13,356991,35.0,8.0,Country_Website
Ireland,IE,IRL,2020-04-13,4904240,868.0,143.0,Country_Website
Italy,IT,ITA,2020-04-13,60359546,31283.0,3260.0,Country_Github
Latvia,LV,LVA,2020-04-13,1919968,44.0,,Surveillance
Luxembourg,LU,LUX,2020-04-13,613894,181.0,42.0,Country_Website
Malta,MT,MLT,2020-04-13,493559,,3.0,Surveillance
Netherlands,NL,NLD,2020-04-13,17282163,,1215.0,Other Website
Norway,NO,NOR,2020-04-13,5328212,204.0,,Country_API
Poland,PL,POL,2020-04-13,37972812,2510.0,,Surveillance
Portugal,PT,PRT,2020-04-13,10276617,1187.0,188.0,Country_Website
Romania,RO,ROU,2020-04-13,19414458,,231.0,Country_Website
Slovenia,SI,SVN,2020-04-13,2080908,95.0,33.0,Country_Github
United Kingdom,UK,GBR,2020-04-13,66647112,19370.0,,Country_Website
Belgium,BE,BEL,2020-04-12,11455519,5441.0,1234.0,Country_Website
Bulgaria,BG,BGR,2020-04-12,7000039,230.0,36.0,External_Github
Czechia,CZ,CZE,2020-04-12,10649800,400.0,100.0,Country_Website
Denmark,DK,DNK,2020-04-12,5806081,396.0,104.0,Country_Website
Estonia,EE,EST,2020-04-12,1324820,,9.0,Surveillance
Estonia,EE,EST,2020-04-12,1324820,153.0,,Country_API
Finland,FI,FIN,2020-04-12,5517919,235.0,77.0,External_Github
France,FR,FRA,2020-04-12,67012883,31665.0,6714.0,Country_Website
Iceland,IS,ISL,2020-04-12,356991,40.0,9.0,Country_Website
Ireland,IE,IRL,2020-04-12,4904240,853.0,148.0,Country_Website
Italy,IT,ITA,2020-04-12,60359546,31190.0,3343.0,Country_Github
Latvia,LV,LVA,2020-04-12,1919968,43.0,,Surveillance
Luxembourg,LU,LUX,2020-04-12,613894,201.0,40.0,Country_Website
Malta,MT,MLT,2020-04-12,493559,,4.0,Surveillance
Netherlands,NL,NLD,2020-04-12,17282163,,1232.0,Other Website
Norway,NO,NOR,2020-04-12,5328212,214.0,,Country_API
Portugal,PT,PRT,2020-04-12,10276617,1177.0,228.0,Country_Website
Romania,RO,ROU,2020-04-12,19414458,,204.0,Country_Website
Slovenia,SI,SVN,2020-04-12,2080908,95.0,35.0,Country_Github
United Kingdom,UK,GBR,2020-04-12,66647112,19849.0,,Country_Website
Belgium,BE,BEL,2020-04-11,11455519,5437.0,1232.0,Country_Website
Bulgaria,BG,BGR,2020-04-11,7000039,231.0,35.0,External_Github
Czechia,CZ,CZE,2020-04-11,10649800,403.0,87.0,Country_Website
Denmark,DK,DNK,2020-04-11,5806081,408.0,106.0,Country_Website
Estonia,EE,EST,2020-04-11,1324820,,11.0,Surveillance
Estonia,EE,EST,2020-04-11,1324820,150.0,,Country_API
Finland,FI,FIN,2020-04-11,5517919,235.0,80.0,External_Github
France,FR,FRA,2020-04-11,67012883,31159.0,6752.0,Country_Website
Iceland,IS,ISL,2020-04-11,356991,40.0,9.0,Country_Website
Ireland,IE,IRL,2020-04-11,4904240,856.0,155.0,Country_Website
Italy,IT,ITA,2020-04-11,60359546,31525.0,3381.0,Country_Github
Latvia,LV,LVA,2020-04-11,1919968,36.0,,Surveillance
Luxembourg,LU,LUX,2020-04-11,613894,190.0,40.0,Country_Website
Malta,MT,MLT,2020-04-11,493559,,4.0,Surveillance
Netherlands,NL,NLD,2020-04-11,17282163,,1250.0,Other Website
Norway,NO,NOR,2020-04-11,5328212,214.0,,Country_API
Portugal,PT,PRT,2020-04-11,10276617,1175.0,233.0,Country_Website
Romania,RO,ROU,2020-04-11,19414458,,208.0,Country_Website
Slovenia,SI,SVN,2020-04-11,2080908,94.0,35.0,Country_Github
United Kingdom,UK,GBR,2020-04-11,66647112,19493.0,,Country_Website
Belgium,BE,BEL,2020-04-10,11455519,5663.0,1262.0,Country_Website
Bulgaria,BG,BGR,2020-04-10,7000039,231.0,33.0,External_Github
Czechia,CZ,CZE,2020-04-10,10649800,403.0,89.0,Country_Website
Denmark,DK,DNK,2020-04-10,5806081,401.0,113.0,Country_Website
Estonia,EE,EST,2020-04-10,1324820,,11.0,Surveillance
Estonia,EE,EST,2020-04-10,1324820,143.0,,Country_API
Finland,FI,FIN,2020-04-10,5517919,236.0,81.0,External_Github
